ID,Student_ID,Start_Date,End_Date,Possible_Credit,Credit_Type,Course_Name,School Year,Term,Status
5234717,306092,26-Aug-24,11-Jun-25,0.5,ELA,"ELA II (Gr 10), Virt (Edg)-B",24-25,YR,
5557601,306092,6-Sep-24,16-Jan-25,0.5,ART,Percussion-A,24-25,S1,
5557602,306092,6-Sep-24,16-Jan-25,0.5,ELA,English Lang Arts IV (Gr 12)-A,24-25,S1,
5727464,306092,24-Sep-24,16-Jan-25,0.5,OTHER,Career & Prof. Dev. - DE WCCCD,24-25,S1,
5674789,306092,4-Nov-24,16-Jan-25,0.5,OTHER,Seminar-A,24-25,S1,
5674797,306092,4-Nov-24,11-Jun-25,0.5,ELA,"ELA I (Gr 9), Virt (Edg)-B",24-25,YR,
5740721,306092,16-Jan-25,11-Jun-25,0.5,PE,Health Education,24-25,S2,
5728371,306092,16-Jan-25,11-Jun-25,0.5,ELA,English Lang Arts IV (Gr 12)-B,24-25,S2,
5728507,306092,16-Jan-25,11-Jun-25,0.5,MTH,Pre-Calculus-B,24-25,S2,
5727668,306092,16-Jan-25,11-Jun-25,0.5,OTHER,Digital Electronics-B,24-25,S2,
5727739,306092,16-Jan-25,11-Jun-25,0.5,ART,Percussion-B,24-25,S2,
5729668,306092,16-Jan-25,11-Jun-25,0.5,OTHER,Seminar-B,24-25,S2,
2521663,126364,8-Sep-21,20-Sep-21,0.5,OTHER,Music and Media Production I-A,21-22,S1,Dropped
2521371,126364,8-Sep-21,2-Feb-22,0.5,OTHER,Army Junior ROTC I-A,21-22,S1,
2521377,126364,8-Sep-21,2-Feb-22,0.5,MTH,Algebra I-A,21-22,S1,
2521657,126364,8-Sep-21,2-Feb-22,0.5,SS,U.S. History & Geography-A,21-22,S1,
2521397,126364,8-Sep-21,9-Sep-21,0.5,OTHER,African American History-A,21-22,S1,Dropped
2521373,126364,8-Sep-21,2-Feb-22,0.5,ELA,English Lang Arts I (Gr 9)-A,21-22,S1,
2521383,126364,8-Sep-21,2-Feb-22,0.5,SCI,Next Gen Physical Science-A,21-22,S1,
2616183,126364,20-Sep-21,2-Feb-22,0.5,OTHER,OG Tutoring Seminar (Gr 9)-A,21-22,S1,
2762570,126364,2-Feb-22,28-Jun-22,0.5,ELA,English Lang Arts I (Gr 9)-B,21-22,S2,
2762887,126364,2-Feb-22,28-Jun-22,0.5,SS,U.S. History & Geography-B,21-22,S2,
2762205,126364,2-Feb-22,28-Jun-22,0.5,MTH,Algebra I-B,21-22,S2,
2762409,126364,2-Feb-22,28-Jun-22,0.5,OTHER,Army Junior ROTC I-B,21-22,S2,
2762618,126364,2-Feb-22,28-Jun-22,0.5,OTHER,OG Tutoring Seminar (Gr 9)-B,21-22,S2,
2799706,126364,2-Feb-22,28-Jun-22,0.5,SCI,Next Gen Physical Science-B,21-22,S2,
3302478,126364,29-Aug-22,24-Jan-23,0.5,MTH,Geometry-A,22-23,S1,
3302618,126364,29-Aug-22,24-Jan-23,0.5,SS,Economics,22-23,S1,
3302708,126364,29-Aug-22,27-Sep-22,0.5,SCI,Next Gen Biology-A,22-23,S1,Dropped
3302758,126364,29-Aug-22,27-Sep-22,0.5,OTHER,Army Junior ROTC II-A,22-23,S1,Dropped
3554081,126364,29-Aug-22,15-Sep-22,0.5,OTHER,Study Skills (Gr 9-12)-A *,22-23,S1,Dropped
3302599,126364,29-Aug-22,24-Jan-23,0.5,ELA,English Lang Arts II (Gr 10)-A,22-23,S1,
3658360,126364,15-Sep-22,27-Sep-22,0.5,PE,Team Sports-A,22-23,S1,Dropped
3689058,126364,27-Sep-22,24-Jan-23,0.5,SCI,Next Gen Biology-A,22-23,S1,
3694966,126364,27-Sep-22,24-Jan-23,1.5,OTHER,CTC Cooking and Rel Cul Arts-A,22-23,S1,
3845697,126364,24-Jan-23,10-Jun-23,0.5,MTH,Geometry-B,22-23,S2,
3840125,126364,24-Jan-23,10-Jun-23,0.5,SS,Civics,22-23,S2,
3845698,126364,24-Jan-23,10-Jun-23,0.5,SCI,Next Gen Biology-B,22-23,S2,
3814756,126364,24-Jan-23,10-Jun-23,1.5,OTHER,CTC Cooking and Rel Cul Arts-B,22-23,S2,
3840163,126364,24-Jan-23,10-Jun-23,0.5,ELA,English Lang Arts II (Gr 10)-B,22-23,S2,
4443003,126364,28-Aug-23,22-Jan-24,0.5,MTH,Algebra II-A,23-24,S1,
4443001,126364,28-Aug-23,22-Jan-24,0.5,SS,World Hist and Geography-A,23-24,S1,
4443004,126364,28-Aug-23,22-Jan-24,0.5,ELA,English Lang Arts III (Gr 11)-A,23-24,S1,
4523453,126364,29-Aug-23,22-Jan-24,0.5,ART,Art Portfolio-A,23-24,S1,
4523455,126364,29-Aug-23,22-Jan-24,0.5,PE,Physical Education,23-24,S1,
4523454,126364,29-Aug-23,22-Jan-24,0.5,SCI,Next Gen Earth and Space Science-A,23-24,S1,
4774857,126364,22-Jan-24,8-Jun-24,0.5,SCI,Next Gen Earth and Space Science-B,23-24,S2,
4774403,126364,22-Jan-24,8-Jun-24,0.5,SS,World Hist and Geography-B,23-24,S2,
4771032,126364,22-Jan-24,8-Jun-24,0.5,MTH,Algebra II-B,23-24,S2,
4772227,126364,22-Jan-24,8-Jun-24,0.5,ELA,English Lang Arts III (Gr 11)-B,23-24,S2,
4777439,126364,22-Jan-24,8-Jun-24,0.5,PE,Physical Education,23-24,S2,
4777434,126364,22-Jan-24,8-Jun-24,0.5,ART,Art Portfolio-B,23-24,S2,
5347502,126364,26-Aug-24,16-Jan-25,0.5,MTH,Statistics-A,24-25,S1,
5347498,126364,26-Aug-24,16-Jan-25,0.5,OTHER,"Career Preparation, JAG-A",24-25,S1,
5347493,126364,26-Aug-24,16-Jan-25,0.5,LANG,Spanish I-A,24-25,S1,
5347497,126364,26-Aug-24,16-Jan-25,0.5,OTHER,Music and Media Production I-A,24-25,S1,
5347500,126364,26-Aug-24,16-Jan-25,0.5,ELA,English Lang Arts IV (Gr 12)-A,24-25,S1,
5347490,126364,26-Aug-24,16-Jan-25,0.5,ART,Yearbook-A,24-25,S1,
5589673,126364,16-Sep-24,16-Jan-25,0.5,MTH,"Algebra II, Virt (Edg)-B",24-25,S1,
5752429,126364,16-Jan-25,11-Jun-25,0.5,OTHER,"Career Preparation, JAG-B",24-25,S2,
5752769,126364,16-Jan-25,11-Jun-25,0.5,OTHER,Music and Media Production I-B,24-25,S2,
5751186,126364,16-Jan-25,11-Jun-25,0.5,MTH,Statistics-B,24-25,S2,
5749387,126364,16-Jan-25,11-Jun-25,0.5,ELA,English Lang Arts IV (Gr 12)-B,24-25,S2,
5749279,126364,16-Jan-25,11-Jun-25,0.5,ART,Yearbook-B,24-25,S2,
5752507,126364,16-Jan-25,11-Jun-25,0.5,LANG,Spanish I-B,24-25,S2,
3397663,93007,29-Aug-22,24-Jan-23,0.5,OTHER,Study Skills (Gr 9-12)-A *,22-23,S1,
3395153,93007,29-Aug-22,24-Jan-23,0.5,SCI,Next Gen Physical Science-A,22-23,S1,
3395154,93007,29-Aug-22,24-Jan-23,0.5,ELA,English Lang Arts I (Gr 9)-A,22-23,S1,
3395155,93007,29-Aug-22,24-Jan-23,0.5,MTH,Algebra I-A,22-23,S1,
3397665,93007,29-Aug-22,24-Jan-23,0.5,SS,U.S. History & Geography-A,22-23,S1,
3397667,93007,29-Aug-22,21-Sep-22,0.5,OTHER,Army Junior ROTC I-A,22-23,S1,Dropped
3676164,93007,22-Sep-22,24-Jan-23,0.5,OTHER,Army Junior ROTC I-A,22-23,S1,
3855370,93007,24-Jan-23,10-Jun-23,0.5,SCI,Next Gen Physical Science-B,22-23,S2,
3397651,93007,24-Jan-23,10-Jun-23,0.5,MTH,Algebra I-B,22-23,S2,
3397653,93007,24-Jan-23,10-Jun-23,0.5,ELA,English Lang Arts I (Gr 9)-B,22-23,S2,
3397666,93007,24-Jan-23,10-Jun-23,0.5,SS,U.S. History & Geography-B,22-23,S2,
3397669,93007,24-Jan-23,10-Jun-23,0.5,OTHER,Study Skills (Gr 9-12)-A *,22-23,S2,
3676166,93007,24-Jan-23,10-Jun-23,0.5,OTHER,Army Junior ROTC I-B,22-23,S2,
4231431,93007,28-Aug-23,22-Jan-24,0.5,OTHER,Study Skills (Gr 9-12)-A *,23-24,S1,
4231432,93007,28-Aug-23,22-Jan-24,0.5,SCI,Next Gen Biology-A,23-24,S1,
4231418,93007,28-Aug-23,22-Jan-24,0.5,MTH,Geometry-A,23-24,S1,
4231419,93007,28-Aug-23,22-Jan-24,0.5,LANG,Spanish I-A,23-24,S1,
4231420,93007,28-Aug-23,22-Jan-24,0.5,ELA,English Lang Arts II (Gr 10)-A,23-24,S1,
4231422,93007,28-Aug-23,22-Jan-24,0.5,SS,Civics,23-24,S1,
4231429,93007,22-Jan-24,8-Jun-24,0.5,SCI,Next Gen Biology-B,23-24,S2,
4231433,93007,22-Jan-24,8-Jun-24,0.5,SS,Economics,23-24,S2,
4231435,93007,22-Jan-24,8-Jun-24,0.5,LANG,Spanish I-B,23-24,S2,
4231436,93007,22-Jan-24,8-Jun-24,0.5,MTH,Geometry-B,23-24,S2,
4231438,93007,22-Jan-24,8-Jun-24,0.5,OTHER,Study Skills (Gr 9-12)-A *,23-24,S2,
4231434,93007,22-Jan-24,8-Jun-24,0.5,ELA,English Lang Arts II (Gr 10)-B,23-24,S2,
4808552,93007,30-Jan-24,8-Jun-24,0.5,SCI,"Next Gen Physical Science, Virt (Edg)-A",23-24,YR,
5094590,93007,26-Aug-24,16-Jan-25,0.5,SS,World Hist and Geography-A,24-25,S1,
5094591,93007,26-Aug-24,16-Jan-25,0.5,ART,Visual Arts - Comprehensive-A,24-25,S1,
5094580,93007,26-Aug-24,16-Jan-25,0.5,SCI,Next Gen Earth and Space Science-A,24-25,S1,
5094581,93007,26-Aug-24,16-Jan-25,0.5,ELA,English Lang Arts III (Gr 11)-A,24-25,S1,
5094583,93007,26-Aug-24,11-Sep-24,0.5,MTH,Algebra II-A,24-25,S1,Dropped
5118703,93007,26-Aug-24,16-Jan-25,0.5,OTHER,Study Skills (Gr 9-12)-A *,24-25,S1,
5581540,93007,11-Sep-24,16-Jan-25,0.5,MTH,Algebra II-A,24-25,S1,
5638379,93007,30-Sep-24,11-Jun-25,0.5,SCI,"Next Gen Physical Science, Virt (Edg)-B",24-25,YR,
5638378,93007,30-Sep-24,11-Jun-25,0.5,ELA,"ELA II (Gr 10), Virt (Edg)-A",24-25,YR,
5094592,93007,16-Jan-25,11-Jun-25,0.5,ART,Visual Arts - Comprehensive-B,24-25,S2,
5094585,93007,16-Jan-25,11-Jun-25,0.5,SCI,Next Gen Earth and Space Science-B,24-25,S2,
5094586,93007,16-Jan-25,11-Jun-25,0.5,ELA,English Lang Arts III (Gr 11)-B,24-25,S2,
5094587,93007,16-Jan-25,11-Jun-25,0.5,SS,World Hist and Geography-B,24-25,S2,
5581541,93007,16-Jan-25,11-Jun-25,0.5,MTH,Algebra II-B,24-25,S2,
5702418,93007,16-Jan-25,11-Jun-25,0.5,OTHER,Study Skills (Gr 9-12)-B *,24-25,S2,
5480419,613172,26-Aug-24,4-Sep-24,0.5,ART,Introduction to the Theater-A,24-25,S1,Dropped
5480135,613172,26-Aug-24,16-Jan-25,0.5,ELA,English Lang Arts IV (Gr 12)-A,24-25,S1,
5480128,613172,26-Aug-24,4-Sep-24,0.5,OTHER,Leadership-A,24-25,S1,Dropped
5480147,613172,26-Aug-24,4-Sep-24,0.5,PE,Health Education,24-25,S1,Dropped
5480132,613172,26-Aug-24,4-Sep-24,0.5,SCI,Next Gen Earth and Space Science-A,24-25,S1,Dropped
5480149,613172,26-Aug-24,16-Jan-25,0.5,MTH,AP Statistics-A,24-25,S1,
5543943,613172,4-Sep-24,11-Jun-25,0.5,SCI,"Earth Science, Virt (Edg)-A",24-25,YR,
5572603,613172,4-Sep-24,4-Dec-24,0.5,OTHER,CTE Applied Horticulture and Ops-A,24-25,S1,Dropped
5543937,613172,4-Sep-24,16-Jan-25,0.5,PE,Health Education,24-25,S1,
5654781,613172,14-Oct-24,11-Jun-25,0.5,SCI,"Environmental Sci, Virt (Edg)-A",24-25,YR,
5703809,613172,4-Dec-24,16-Jan-25,1.5,OTHER,CTC Sp Mrch Sales and Mrkt Ops-A,24-25,S1,
5750773,613172,16-Jan-25,11-Jun-25,0.5,ELA,English Lang Arts IV (Gr 12)-B,24-25,S2,
5764596,613172,16-Jan-25,11-Jun-25,0.5,MTH,AP Statistics-B,24-25,S2,
5738545,613172,16-Jan-25,11-Jun-25,0.5,PE,Physical Education,24-25,S2,
5723198,613172,16-Jan-25,11-Jun-25,1.5,OTHER,CTC Sp Mrch Sales and Mrkt Ops-B,24-25,S2,
2173529,815114,7-Sep-21,2-Feb-22,0.5,ELA,"English Lang Arts I (Gr 9), Honors-A",21-22,S1,
2174749,815114,7-Sep-21,13-Sep-21,0.5,OTHER,Army Junior ROTC I-A,21-22,S1,Dropped
2174443,815114,7-Sep-21,28-Sep-21,0.5,OTHER,Health Care Occupations I-A,21-22,S1,Dropped
2174685,815114,7-Sep-21,2-Feb-22,0.5,SCI,Next Gen Physical Science-A,21-22,S1,
2174621,815114,7-Sep-21,2-Feb-22,0.5,SS,"U.S. History & Geography, Honors-A",21-22,S1,
2423955,815114,7-Sep-21,2-Feb-22,0.5,MTH,Algebra I-A,21-22,S1,
2568843,815114,13-Sep-21,2-Feb-22,0.5,PE,Physical Education,21-22,S1,
2653159,815114,28-Sep-21,3-Oct-21,0.5,PE,Physical Education,21-22,S1,Dropped
2669470,815114,4-Oct-21,6-Oct-21,0.5,ART,Guitar-A,21-22,S1,Dropped
2678562,815114,6-Oct-21,2-Feb-22,0.5,ART,Visual Arts - 2D-A,21-22,S1,
2770696,815114,2-Feb-22,9-Feb-22,0.5,ART,Visual Arts - 2D-B,21-22,S2,Dropped
2772553,815114,2-Feb-22,28-Jun-22,0.5,SS,"U.S. History & Geography, Honors-B",21-22,S2,
2804886,815114,2-Feb-22,28-Jun-22,0.5,PE,Health Education,21-22,S2,
2808069,815114,2-Feb-22,28-Jun-22,0.5,SCI,Next Gen Physical Science-B,21-22,S2,
2777431,815114,2-Feb-22,28-Jun-22,0.5,MTH,Algebra I-B,21-22,S2,
2832134,815114,2-Feb-22,28-Jun-22,0.5,ELA,"English Lang Arts I (Gr 9), Honors-B",21-22,S2,
2859978,815114,9-Feb-22,28-Jun-22,0.5,ART,Visual Arts - 2D-B,21-22,S2,
3226815,815114,29-Aug-22,8-Sep-22,0.5,MTH,Algebra I-A,22-23,S1,Dropped
3226769,815114,29-Aug-22,8-Sep-22,0.5,SS,Civics,22-23,S1,Dropped
3226967,815114,29-Aug-22,24-Jan-23,0.5,OTHER,Health Care Occupations I-A,22-23,S1,
3226911,815114,29-Aug-22,8-Sep-22,0.5,SCI,Next Gen Biology-A,22-23,S1,Dropped
3226673,815114,29-Aug-22,8-Sep-22,0.5,ELA,English Lang Arts II (Gr 10)-A,22-23,S1,Dropped
3226577,815114,29-Aug-22,24-Jan-23,0.5,MTH,Geometry-A,22-23,S1,
3615796,815114,8-Sep-22,24-Jan-23,0.5,ELA,"English Lang Arts II (Gr 10), Honors-A",22-23,S1,
3615807,815114,8-Sep-22,17-Oct-22,0.5,MTH,Algebra I-A,22-23,S1,Dropped
3615798,815114,8-Sep-22,24-Jan-23,0.5,SCI,Next Gen Biology-A,22-23,S1,
3615805,815114,8-Sep-22,29-Sep-22,0.5,SS,Civics,22-23,S1,Dropped
3701915,815114,29-Sep-22,24-Jan-23,0.5,SS,Civics,22-23,S1,
3719655,815114,17-Oct-22,19-Oct-22,0.5,OTHER,"Career Preparation, JAG-A",22-23,S1,Dropped
3730103,815114,19-Oct-22,24-Jan-23,0.5,MTH,Algebra I-A,22-23,S1,
3815404,815114,24-Jan-23,10-Jun-23,0.5,SCI,Next Gen Biology-B,22-23,S2,
3797127,815114,24-Jan-23,10-Jun-23,0.5,ELA,"English Lang Arts II (Gr 10), Honors-B",22-23,S2,
3795724,815114,24-Jan-23,10-Jun-23,0.5,MTH,Geometry-B,22-23,S2,
3815178,815114,24-Jan-23,10-Jun-23,0.5,SS,Economics,22-23,S2,
3826805,815114,24-Jan-23,10-Jun-23,0.5,OTHER,Introduction to Computer Technology-B,22-23,S2,
3823791,815114,24-Jan-23,10-Jun-23,0.5,MTH,Algebra I-B,22-23,S2,
4016633,815114,20-Jun-23,14-Jul-23,0.5,SCI,"Biology, Virt (Edg)-A",22-23,YR,
4016631,815114,20-Jun-23,14-Jul-23,0.5,ELA,"ELA II (Gr 10), Virt (Edg)-A",22-23,YR,
4007853,815114,28-Aug-23,30-Aug-23,0.5,ART,Debate 101-A,23-24,S1,Dropped
4007857,815114,28-Aug-23,22-Jan-24,0.5,MTH,Algebra II-A,23-24,S1,
4007864,815114,28-Aug-23,22-Jan-24,0.5,SCI,Next Gen Earth and Space Science-A,23-24,S1,
4006269,815114,28-Aug-23,22-Jan-24,0.5,SS,"World Hist and Geography, Honors-A",23-24,S1,
4408225,815114,28-Aug-23,22-Jan-24,0.5,LANG,Spanish I-A,23-24,S1,
3997078,815114,28-Aug-23,22-Jan-24,0.5,ELA,"English Lang Arts III (Gr 11), Honors-A",23-24,S1,
4530604,815114,30-Aug-23,22-Jan-24,0.5,ART,Visual Arts - 2D-A,23-24,S1,
4775142,815114,22-Jan-24,23-Mar-24,0.5,ART,Visual Arts - 2D-B,23-24,S2,Dropped
