Student_ID,Classes_ID,Date,Code,ID
17764,5067138,20-Sep-24,P,165138938
17764,5058939,23-Sep-24,P,165193498
17764,5067137,23-Sep-24,P,165241448
17764,5058943,23-Sep-24,P,165255339
17764,5058942,23-Sep-24,P,165295322
17764,5067136,23-Sep-24,P,165320942
17764,5067138,23-Sep-24,P,165357095
17764,5058939,24-Sep-24,P,165404772
17764,5067137,24-Sep-24,P,165448465
17764,5058943,24-Sep-24,P,165463387
17764,5058942,24-Sep-24,P,165503128
17764,5067136,24-Sep-24,P,165527261
17764,5067138,24-Sep-24,P,165561240
17764,5058939,25-Sep-24,P,165600102
17764,5058943,25-Sep-24,P,165671684
17764,5067137,25-Sep-24,A,165698414
17764,5058942,25-Sep-24,P,165712865
17764,5067136,25-Sep-24,P,165736031
17764,5067138,25-Sep-24,P,165765631
17764,5058939,26-Sep-24,P,165826875
17764,5067137,26-Sep-24,P,165861919
17764,5058943,26-Sep-24,P,165876543
17764,5058942,26-Sep-24,P,165913918
17764,5067136,26-Sep-24,P,165938079
17764,5067138,26-Sep-24,P,165971391
17764,5058939,27-Sep-24,P,166026768
17764,5067137,27-Sep-24,P,166046584
17764,5058943,27-Sep-24,P,166083665
17764,5058942,27-Sep-24,P,166121088
17764,5067136,27-Sep-24,A,166139958
17764,5067138,27-Sep-24,P,166169532
17764,5058939,1-Oct-24,P,166222788
17764,5067137,1-Oct-24,P,166275470
17764,5058943,1-Oct-24,P,166306136
17764,5058942,1-Oct-24,P,166343159
17764,5067136,1-Oct-24,P,166369117
17764,5067138,1-Oct-24,P,166406313
17764,5058939,2-Oct-24,P,166447183
17764,5067137,2-Oct-24,P,166495156
17764,5058943,2-Oct-24,P,166520717
17764,5058942,2-Oct-24,P,166564417
17764,5067136,2-Oct-24,P,166580175
17764,5067138,2-Oct-24,P,166611146
17764,5058939,3-Oct-24,P,166650339
17764,5067137,3-Oct-24,P,166703705
17764,5058943,3-Oct-24,P,166715604
17764,5058942,3-Oct-24,P,166754079
17764,5067136,3-Oct-24,P,166778505
17764,5067138,3-Oct-24,P,166807293
17764,5058939,4-Oct-24,P,166844204
17764,5067137,4-Oct-24,P,166904048
17764,5058943,4-Oct-24,P,166914356
17764,5058942,4-Oct-24,P,166953821
17764,5067136,4-Oct-24,P,166983252
17764,5067138,4-Oct-24,P,167013385
17764,5058939,7-Oct-24,P,167057301
17764,5067137,7-Oct-24,P,167111165
17764,5058943,7-Oct-24,P,167123264
17764,5058942,7-Oct-24,P,167172475
17764,5067136,7-Oct-24,P,167201813
17764,5067138,7-Oct-24,P,167221490
17764,5058939,8-Oct-24,P,167283740
17764,5058943,8-Oct-24,P,167330841
17764,5058942,8-Oct-24,P,167371301
17764,5067137,8-Oct-24,P,167373023
17764,5067136,8-Oct-24,P,167402773
17764,5067138,8-Oct-24,P,167425532
17764,5058939,9-Oct-24,P,167478008
17764,5067137,9-Oct-24,P,167485286
17764,5058943,9-Oct-24,P,167525778
17764,5058942,9-Oct-24,P,167567234
17764,5067136,9-Oct-24,P,167598565
17764,5067138,9-Oct-24,P,167616775
17764,5058939,10-Oct-24,P,167682479
17764,5058943,10-Oct-24,P,167746926
17764,5067137,10-Oct-24,P,167764108
17764,5058942,10-Oct-24,P,167789528
17764,5067136,10-Oct-24,P,167809039
17764,5067138,10-Oct-24,P,167834728
17764,5067137,11-Oct-24,P,167887713
17764,5058939,11-Oct-24,P,167900778
17764,5058943,11-Oct-24,P,167917417
17764,5058942,11-Oct-24,P,167953639
17764,5067136,11-Oct-24,P,167978950
17764,5067138,11-Oct-24,P,167984634
17764,5058939,14-Oct-24,P,168071310
17764,5067137,14-Oct-24,P,168127793
17764,5058943,14-Oct-24,P,168149169
17764,5058942,14-Oct-24,P,168190599
17764,5067136,14-Oct-24,P,168217109
17764,5067138,14-Oct-24,P,168249805
17764,5058939,15-Oct-24,P,168300906
17764,5067137,15-Oct-24,P,168338336
17764,5058943,15-Oct-24,P,168357325
17764,5058942,15-Oct-24,P,168400204
17764,5067136,15-Oct-24,P,168427666
17764,5067138,15-Oct-24,P,168455292
17764,5058939,16-Oct-24,P,168509114
17764,5067137,16-Oct-24,P,168548680
17764,5058943,16-Oct-24,P,168573765
17764,5058942,16-Oct-24,P,168631377
17764,5067136,16-Oct-24,P,168639424
17764,5067138,16-Oct-24,P,168667711
17764,5058939,17-Oct-24,P,168709843
17764,5067137,17-Oct-24,P,168750707
17764,5058943,17-Oct-24,P,168769844
17764,5058942,17-Oct-24,P,168809708
17764,5067136,17-Oct-24,P,168838034
17764,5067138,17-Oct-24,P,168871101
17764,5058939,18-Oct-24,P,168900714
17764,5067137,18-Oct-24,A,168948334
17764,5058943,18-Oct-24,P,168973770
17764,5058942,18-Oct-24,P,169017558
17764,5067136,18-Oct-24,P,169043563
17764,5067138,18-Oct-24,P,169077875
17764,5058939,21-Oct-24,P,169116208
17764,5067137,21-Oct-24,P,169162516
17764,5058943,21-Oct-24,P,169183696
17764,5058942,21-Oct-24,P,169225130
17764,5067136,21-Oct-24,P,169253946
17764,5067138,21-Oct-24,P,169284670
17764,5058939,22-Oct-24,P,169325277
17764,5067137,22-Oct-24,P,169371809
17764,5058943,22-Oct-24,P,169401977
17764,5058942,22-Oct-24,P,169448498
17764,5067136,22-Oct-24,P,169482895
17764,5067138,22-Oct-24,P,169497881
17764,5058939,23-Oct-24,P,169556029
17764,5067137,23-Oct-24,P,169576390
17764,5058943,23-Oct-24,P,169594542
17764,5058942,23-Oct-24,P,169625669
17764,5067136,23-Oct-24,P,169658264
17764,5067138,23-Oct-24,P,169700572
17764,5067137,24-Oct-24,P,169843669
17764,5058943,24-Oct-24,P,169855040
17764,5058939,24-Oct-24,P,169864544
17764,5058942,24-Oct-24,P,169884121
17764,5067136,24-Oct-24,P,169902973
17764,5067138,24-Oct-24,P,169911943
17764,5058939,25-Oct-24,P,170057026
17764,5067137,25-Oct-24,P,170067243
17764,5058943,25-Oct-24,A,170077482
17764,5058942,25-Oct-24,P,170106770
17764,5067136,25-Oct-24,P,170125275
17764,5067138,25-Oct-24,P,170131063
17764,5058939,28-Oct-24,P,170160835
17764,5067137,28-Oct-24,P,170216360
17764,5058943,28-Oct-24,P,170236527
17764,5058942,28-Oct-24,P,170280123
17764,5067136,28-Oct-24,P,170306337
17764,5067138,28-Oct-24,P,170334656
17764,5058939,29-Oct-24,P,170394903
17764,5067137,29-Oct-24,P,170431683
17764,5058943,29-Oct-24,P,170449969
17764,5058942,29-Oct-24,P,170489103
17764,5067136,29-Oct-24,P,170522556
17764,5067138,29-Oct-24,P,170548003
17764,5058939,30-Oct-24,P,170598977
17764,5067137,30-Oct-24,P,170641871
17764,5058943,30-Oct-24,P,170660313
17764,5058942,30-Oct-24,P,170701772
17764,5067136,30-Oct-24,P,170727869
17764,5067138,30-Oct-24,P,170758836
17764,5058939,31-Oct-24,P,170816329
17764,5067137,31-Oct-24,P,170848366
17764,5058943,31-Oct-24,A,170872802
17764,5058942,31-Oct-24,A,170911952
17764,5067136,31-Oct-24,A,170938349
17764,5067138,31-Oct-24,A,170969960
17764,5058939,1-Nov-24,P,171008891
17764,5058943,1-Nov-24,P,171070081
17764,5067137,1-Nov-24,P,171107231
17764,5058942,1-Nov-24,P,171111609
17764,5067136,1-Nov-24,P,171138009
17764,5067138,1-Nov-24,P,171164407
17764,5058939,4-Nov-24,P,171200136
17764,5067137,4-Nov-24,P,171252942
17764,5058943,4-Nov-24,P,171275881
17764,5058942,4-Nov-24,P,171317537
17764,5067136,4-Nov-24,P,171346551
17764,5067138,4-Nov-24,P,171375265
17764,5058939,6-Nov-24,P,171423761
17764,5067137,6-Nov-24,P,171470395
17764,5058943,6-Nov-24,P,171487037
17764,5058942,6-Nov-24,P,171533022
17764,5067136,6-Nov-24,P,171556555
17764,5067138,6-Nov-24,P,171581297
17764,5058939,7-Nov-24,A,171622675
17764,5067137,7-Nov-24,P,171675615
17764,5058943,7-Nov-24,A,171691433
17764,5058942,7-Nov-24,A,171730566
17764,5067136,7-Nov-24,A,171759465
17764,5067138,7-Nov-24,A,171785835
17764,5058939,8-Nov-24,P,171817334
17764,5067137,8-Nov-24,P,171871844
17764,5058943,8-Nov-24,P,171891999
17764,5058942,8-Nov-24,P,171929923
17764,5067136,8-Nov-24,P,171973099
17764,5067138,8-Nov-24,P,171983752
17764,5058939,11-Nov-24,P,172034496
17764,5067137,11-Nov-24,P,172076013
17764,5058943,11-Nov-24,P,172096743
17764,5058942,11-Nov-24,P,172138609
17764,5067136,11-Nov-24,P,172172235
17764,5067138,11-Nov-24,P,172192397
17764,5058939,12-Nov-24,P,172239046
17764,5067137,12-Nov-24,P,172290040
17764,5058943,12-Nov-24,P,172311311
17764,5058942,12-Nov-24,P,172353113
17764,5067136,12-Nov-24,P,172381105
17764,5067138,12-Nov-24,P,172411081
17764,5058939,13-Nov-24,P,172463719
17764,5067137,13-Nov-24,P,172500658
17764,5058943,13-Nov-24,P,172524143
17764,5058942,13-Nov-24,P,172556448
17764,5067136,13-Nov-24,P,172584969
17764,5067138,13-Nov-24,P,172615979
17764,5058939,14-Nov-24,P,172666558
17764,5058943,14-Nov-24,A,172725741
17764,5067137,14-Nov-24,P,172753089
17764,5058942,14-Nov-24,P,172762449
17764,5067136,14-Nov-24,P,172791385
17764,5067138,14-Nov-24,P,172815997
17764,5058939,15-Nov-24,P,172870191
17764,5067137,15-Nov-24,P,172906024
17764,5058943,15-Nov-24,P,172923699
17764,5058942,15-Nov-24,P,172977472
17764,5067136,15-Nov-24,P,172987768
17764,5067138,15-Nov-24,P,173017870
17764,5058939,18-Nov-24,P,173056018
17764,5067137,18-Nov-24,P,173111216
17764,5058943,18-Nov-24,P,173132536
17764,5058942,18-Nov-24,P,173202795
17764,5067136,18-Nov-24,A,173202837
17764,5067138,18-Nov-24,A,173235371
17764,5058939,19-Nov-24,P,173292037
17764,5058943,19-Nov-24,P,173342307
17764,5058942,19-Nov-24,P,173393743
17764,5067137,19-Nov-24,P,173424242
17764,5067136,19-Nov-24,P,173443967
17764,5067138,19-Nov-24,P,173448216
17764,5058939,20-Nov-24,P,173492307
17764,5067137,20-Nov-24,P,173537737
17764,5058943,20-Nov-24,A,173560130
17764,5058942,20-Nov-24,P,173596028
17764,5067136,20-Nov-24,P,173622260
17764,5067138,20-Nov-24,P,173647250
17764,5058939,21-Nov-24,P,173738305
17764,5067137,21-Nov-24,P,173742014
17764,5058943,21-Nov-24,P,173757394
17764,5058942,21-Nov-24,P,173811436
17764,5067136,21-Nov-24,P,173826888
17764,5067138,21-Nov-24,P,173854148
17764,5058939,22-Nov-24,P,173901590
17764,5058943,22-Nov-24,P,173981835
17764,5067137,22-Nov-24,P,173987325
17764,5058942,22-Nov-24,P,174011240
17764,5067136,22-Nov-24,P,174041762
17764,5067138,22-Nov-24,P,174054258
17764,5058939,25-Nov-24,P,174115890
17764,5067137,25-Nov-24,P,174147138
17764,5058943,25-Nov-24,P,174167142
17764,5058942,25-Nov-24,P,174206672
17764,5067136,25-Nov-24,P,174235404
17764,5067138,25-Nov-24,P,174258325
17764,5058939,26-Nov-24,P,174300457
17764,5067137,26-Nov-24,A,174344100
17764,5058943,26-Nov-24,A,174370810
17764,5058942,26-Nov-24,A,174408406
17764,5067136,26-Nov-24,P,174437964
17764,5067138,26-Nov-24,A,174461482
17764,5058939,2-Dec-24,P,174521225
17764,5058943,2-Dec-24,P,174577686
17764,5067137,2-Dec-24,P,174596616
17764,5058942,2-Dec-24,P,174639263
17764,5067136,2-Dec-24,P,174645768
17764,5067138,2-Dec-24,P,174670486
17764,5058939,3-Dec-24,A,174716008
17764,5058943,3-Dec-24,A,174784427
17764,5058942,3-Dec-24,A,174824202
17764,5067137,3-Dec-24,P,174834639
17764,5067136,3-Dec-24,A,174850878
17764,5067138,3-Dec-24,A,174878489
17764,5058939,4-Dec-24,P,174912681
17764,5067137,4-Dec-24,P,174966587
17764,5058943,4-Dec-24,P,175000355
17764,5058942,4-Dec-24,A,175029636
17764,5067136,4-Dec-24,P,175059708
17764,5067138,4-Dec-24,P,175137059
17764,5058939,5-Dec-24,P,175146643
17764,5058943,5-Dec-24,P,175206811
17764,5058942,5-Dec-24,P,175230153
17764,5067137,5-Dec-24,A,175241745
17764,5067136,5-Dec-24,P,175263541
17764,5067138,5-Dec-24,P,175285923
17764,5058939,6-Dec-24,P,175325946
17764,5067137,6-Dec-24,A,175380914
17764,5058943,6-Dec-24,P,175391323
17764,5058942,6-Dec-24,P,175432069
17764,5067136,6-Dec-24,P,175465959
17764,5067138,6-Dec-24,P,175488355
17764,5058939,9-Dec-24,P,175523522
17764,5058943,9-Dec-24,P,175600781
17764,5067137,9-Dec-24,P,175625281
17764,5067136,9-Dec-24,A,175669797
17764,5058942,9-Dec-24,P,175686250
17764,5067138,9-Dec-24,P,175699873
17764,5058939,10-Dec-24,P,175753412
17764,5067137,10-Dec-24,P,175789994
17764,5058943,10-Dec-24,P,175817355
17764,5058942,10-Dec-24,P,175861267
17764,5058941,10-Dec-24,P,175877836
17764,5067136,10-Dec-24,A,175882033
17764,5067138,10-Dec-24,P,175913743
17764,5058939,11-Dec-24,P,175953294
17764,5067137,11-Dec-24,P,175995009
17764,5058943,11-Dec-24,P,176026215
17764,5058942,11-Dec-24,P,176068757
17764,5067136,11-Dec-24,P,176091446
17764,5067138,11-Dec-24,P,176117664
17764,5058939,12-Dec-24,P,176164618
17764,5058943,12-Dec-24,P,176237599
17764,5067137,12-Dec-24,P,176248205
17764,5058942,12-Dec-24,P,176269534
17764,5067136,12-Dec-24,A,176296182
17764,5067138,12-Dec-24,P,176322441
17764,5058939,13-Dec-24,P,176359872
17764,5067137,13-Dec-24,P,176400873
17764,5058943,13-Dec-24,P,176436857
17764,5058942,13-Dec-24,P,176485397
17764,5067136,13-Dec-24,P,176506115
17764,5067138,13-Dec-24,P,176525181
17764,5058939,16-Dec-24,P,176565112
17764,5067137,16-Dec-24,P,176628604
17764,5058943,16-Dec-24,P,176649343
17764,5058942,16-Dec-24,P,176680472
17764,5067136,16-Dec-24,P,176720537
17764,5067138,16-Dec-24,P,176740234
17764,5058939,17-Dec-24,P,176787077
17764,5058943,17-Dec-24,P,176848866
17764,5067137,17-Dec-24,P,176887504
17764,5058942,17-Dec-24,P,176890970
17764,5067136,17-Dec-24,P,176927015
17764,5067138,17-Dec-24,P,176954549
17764,5058939,18-Dec-24,P,176982314
17764,5067137,18-Dec-24,P,177025168
17764,5058943,18-Dec-24,A,177073359
17764,5058942,18-Dec-24,P,177096841
17764,5067138,18-Dec-24,P,177151174
17764,5067136,18-Dec-24,P,177160432
17764,5058939,19-Dec-24,P,177215585
17764,5067137,19-Dec-24,P,177226633
17764,5058943,19-Dec-24,P,177257828
17764,5058942,19-Dec-24,P,177298686
17764,5067136,19-Dec-24,P,177331595
17764,5067138,19-Dec-24,P,177343990
17764,5058939,20-Dec-24,P,177382933
17764,5067137,20-Dec-24,P,177441668
17764,5058943,20-Dec-24,P,177463228
17764,5058942,20-Dec-24,P,177508118
17764,5067138,20-Dec-24,A,177546918
17764,5067136,20-Dec-24,A,177556639
17764,5058939,6-Jan-25,P,177574537
17764,5067137,6-Jan-25,P,177637728
17764,5058943,6-Jan-25,P,177663185
17764,5058942,6-Jan-25,P,177702011
17764,5067136,6-Jan-25,P,177728270
17764,5067138,6-Jan-25,P,177758389
17764,5058939,7-Jan-25,P,177795326
17764,5067137,7-Jan-25,P,177850620
17764,5058943,7-Jan-25,P,177864868
17764,5058942,7-Jan-25,P,177906314
17764,5067136,7-Jan-25,P,177934055
17764,5067138,7-Jan-25,P,177962941
17764,5058939,8-Jan-25,P,177995841
17764,5058943,8-Jan-25,P,178074829
17764,5067137,8-Jan-25,P,178086508
17764,5058942,8-Jan-25,P,178111578
17764,5067136,8-Jan-25,P,178137553
17764,5067138,8-Jan-25,P,178162674
17764,5058939,9-Jan-25,P,178195810
17764,5058943,9-Jan-25,P,178275973
17764,5058942,9-Jan-25,P,178316144
17764,5067137,9-Jan-25,P,178329073
17764,5067136,9-Jan-25,P,178340832
17764,5067138,9-Jan-25,P,178370282
17764,5058939,10-Jan-25,P,178403469
17764,5067137,10-Jan-25,P,178464659
17764,5058943,10-Jan-25,P,178485467
17764,5058942,10-Jan-25,P,178523392
17764,5067136,10-Jan-25,P,178558921
17764,5067138,10-Jan-25,P,178574331
17764,5058939,13-Jan-25,P,178598958
17764,5058942,13-Jan-25,P,178610854
17764,5067136,13-Jan-25,P,178641805
17764,5067137,13-Jan-25,P,178655444
783135,5283500,26-Aug-24,P,161521762
783135,5283786,26-Aug-24,P,161543390
783135,5283878,26-Aug-24,P,161562804
783135,5283923,26-Aug-24,A,161600049
783135,5284086,26-Aug-24,A,161627672
783135,5390665,26-Aug-24,A,161656624
783135,5283500,27-Aug-24,A,161730241
783135,5283786,27-Aug-24,A,161758847
783135,5283878,27-Aug-24,A,161767287
783135,5283923,27-Aug-24,A,161816716
783135,5284086,27-Aug-24,A,161832832
783135,5390665,27-Aug-24,A,161863615
783135,5283500,28-Aug-24,P,161906006
783135,5283786,28-Aug-24,P,161946259
783135,5283878,28-Aug-24,P,161962625
783135,5283923,28-Aug-24,A,161992262
783135,5284086,28-Aug-24,P,162037572
783135,5390665,28-Aug-24,P,162048943
783135,5283500,29-Aug-24,P,162082630
783135,5283786,29-Aug-24,P,162143774
783135,5283878,29-Aug-24,P,162152869
783135,5283923,29-Aug-24,P,162185660
783135,5284086,29-Aug-24,P,162206831
783135,5390665,29-Aug-24,P,162243398
783135,5283500,3-Sep-24,P,162318360
783135,5283786,3-Sep-24,P,162356458
783135,5283878,3-Sep-24,P,162365246
783135,5283923,3-Sep-24,P,162394360
783135,5284086,3-Sep-24,P,162414950
783135,5390665,3-Sep-24,P,162452392
783135,5283500,4-Sep-24,P,162497206
783135,5283786,4-Sep-24,P,162566116
783135,5283878,4-Sep-24,P,162570633
783135,5284086,4-Sep-24,P,162585592
783135,5283923,4-Sep-24,P,162601051
783135,5390665,4-Sep-24,P,162654526
783135,5283500,5-Sep-24,P,162720873
783135,5283786,5-Sep-24,P,162751008
783135,5283878,5-Sep-24,P,162779733
783135,5283923,5-Sep-24,P,162811327
783135,5284086,5-Sep-24,P,162830756
783135,5390665,5-Sep-24,P,162861959
783135,5283500,6-Sep-24,A,162913296
783135,5283786,6-Sep-24,P,162958306
783135,5283878,6-Sep-24,P,162987556
783135,5283923,6-Sep-24,P,163021066
783135,5284086,6-Sep-24,P,163034247
783135,5390665,6-Sep-24,P,163072087
783135,5283500,9-Sep-24,P,163147663
783135,5283786,9-Sep-24,P,163174110
783135,5283878,9-Sep-24,A,163207512
783135,5283923,9-Sep-24,P,163238363
783135,5284086,9-Sep-24,P,163257347
783135,5390665,9-Sep-24,P,163290003
783135,5283500,10-Sep-24,P,163344912
783135,5283786,10-Sep-24,P,163397029
783135,5283878,10-Sep-24,A,163430424
783135,5283923,10-Sep-24,P,163451398
783135,5284086,10-Sep-24,P,163472434
783135,5390665,10-Sep-24,P,163503007
783135,5283500,11-Sep-24,P,163564491
783135,5283786,11-Sep-24,P,163603290
783135,5283878,11-Sep-24,A,163638982
783135,5283923,11-Sep-24,P,163657832
783135,5284086,11-Sep-24,P,163675999
783135,5390665,11-Sep-24,P,163709514
783135,5283500,12-Sep-24,P,163741028
783135,5283878,12-Sep-24,P,163809933
783135,5283923,12-Sep-24,P,163847461
783135,5283786,12-Sep-24,P,163851621
783135,5284086,12-Sep-24,P,163869600
783135,5390665,12-Sep-24,P,163899835
783135,5283500,13-Sep-24,A,163954608
783135,5283786,13-Sep-24,A,163996880
783135,5283878,13-Sep-24,A,164025846
783135,5283923,13-Sep-24,A,164054175
783135,5284086,13-Sep-24,A,164073326
783135,5390665,13-Sep-24,A,164105821
783135,5283500,16-Sep-24,P,164160139
783135,5283786,16-Sep-24,P,164201714
783135,5283878,16-Sep-24,P,164254653
783135,5283923,16-Sep-24,P,164262524
783135,5284086,16-Sep-24,P,164282329
783135,5390665,16-Sep-24,P,164315117
783135,5283500,17-Sep-24,P,164369352
783135,5283786,17-Sep-24,P,164412046
783135,5283878,17-Sep-24,P,164435243
783135,5283923,17-Sep-24,P,164467427
783135,5284086,17-Sep-24,P,164487159
783135,5390665,17-Sep-24,P,164515812
783135,5283500,18-Sep-24,P,164576207
783135,5283786,18-Sep-24,P,164621672
783135,5283878,18-Sep-24,P,164641503
783135,5283923,18-Sep-24,P,164676073
783135,5284086,18-Sep-24,P,164695679
783135,5390665,18-Sep-24,P,164738680
783135,5283500,19-Sep-24,P,164795058
783135,5283786,19-Sep-24,P,164825658
783135,5283878,19-Sep-24,P,164848891
783135,5283923,19-Sep-24,P,164880992
783135,5284086,19-Sep-24,P,164900751
783135,5390665,19-Sep-24,P,164927804
783135,5283500,20-Sep-24,P,164988205
783135,5283786,20-Sep-24,P,165024722
783135,5283878,20-Sep-24,P,165051411
783135,5283923,20-Sep-24,P,165067625
783135,5284086,20-Sep-24,P,165100511
783135,5390665,20-Sep-24,A,165126588
783135,5283500,23-Sep-24,P,165187968
783135,5283786,23-Sep-24,P,165235166
783135,5283878,23-Sep-24,P,165261504
783135,5283923,23-Sep-24,P,165293047
783135,5284086,23-Sep-24,P,165312906
783135,5390665,23-Sep-24,P,165343248
783135,5283500,24-Sep-24,P,165399651
783135,5283786,24-Sep-24,P,165448812
783135,5283878,24-Sep-24,P,165467839
783135,5283923,24-Sep-24,P,165500719
783135,5284086,24-Sep-24,P,165520231
783135,5390665,24-Sep-24,A,165562238
783135,5283500,25-Sep-24,P,165599009
783135,5283786,25-Sep-24,P,165648373
783135,5283878,25-Sep-24,P,165678725
783135,5283923,25-Sep-24,P,165708444
783135,5284086,25-Sep-24,A,165728624
783135,5390665,25-Sep-24,P,165757811
783135,5283500,26-Sep-24,P,165807085
783135,5283786,26-Sep-24,P,165856158
783135,5283878,26-Sep-24,P,165880944
783135,5283923,26-Sep-24,P,165911843
783135,5284086,26-Sep-24,P,165929714
783135,5390665,26-Sep-24,P,165970886
783135,5283500,27-Sep-24,P,166006439
783135,5283786,27-Sep-24,P,166051786
783135,5283878,27-Sep-24,P,166091699
783135,5283923,27-Sep-24,P,166110561
783135,5284086,27-Sep-24,P,166131529
783135,5390665,27-Sep-24,P,166174410
783135,5283500,1-Oct-24,P,166221780
783135,5283786,1-Oct-24,P,166286840
783135,5283878,1-Oct-24,P,166330785
783135,5283923,1-Oct-24,P,166340741
783135,5284086,1-Oct-24,P,166360235
783135,5390665,1-Oct-24,P,166405155
783135,5283500,2-Oct-24,P,166460725
783135,5283786,2-Oct-24,P,166492795
783135,5283878,2-Oct-24,P,166519614
783135,5284086,2-Oct-24,P,166580127
783135,5283923,2-Oct-24,P,166581235
783135,5390665,2-Oct-24,P,166605484
783135,5283500,3-Oct-24,P,166654926
783135,5283786,3-Oct-24,P,166699312
783135,5283878,3-Oct-24,P,166722031
783135,5283923,3-Oct-24,P,166752492
783135,5284086,3-Oct-24,P,166770671
783135,5390665,3-Oct-24,P,166797363
783135,5283500,4-Oct-24,P,166847414
783135,5283786,4-Oct-24,P,166895588
783135,5283878,4-Oct-24,P,166922616
783135,5283923,4-Oct-24,P,166951460
783135,5284086,4-Oct-24,P,166973777
